model,r2,mse,explainvar,season,species,iteration
SVM,0.18800558148890512,1.5513806755063728,0.19939403880051076,spring,loli,14
RF,0.12690337548166564,1.06073958725433,0.12694900027141798,spring,loli,15
XGB,0.09946271458193845,1.0940777018448204,0.10148625391172117,spring,loli,15
GBDT,0.11109399582415846,1.079946665121459,0.11207435325674509,spring,loli,15
ANN,0.1768846474766742,1.000016509948104,0.176904413363545,spring,loli,15
KNN,0.1619109235854379,1.0182083357483842,0.16237730601409606,spring,loli,15
SVM,0.11650126185503806,1.0733772878306767,0.11764031624947757,spring,loli,15
RF,0.32289647358322027,0.9086883389851971,0.32292396457877737,spring,loli,16
XGB,0.2686375740854813,0.9815050166957436,0.26867348802329627,spring,loli,16
GBDT,0.26882087832154844,0.9812590182401125,0.2688363556530734,spring,loli,16
ANN,-0.4134632855885991,1.8968998906194943,-0.09036424591768477,spring,loli,16
KNN,0.3034596344651408,0.9347730193394661,0.3041238937841898,spring,loli,16
SVM,0.3367606158182821,0.8900823446467799,0.33757034903637095,spring,loli,16
RF,0.29501631189731714,0.9631704576894382,0.30169819339174897,spring,loli,17
XGB,0.23366928417136534,1.0469846590246688,0.2395799116210383,spring,loli,17
GBDT,0.23136210194367657,1.050136802541913,0.23753175253160963,spring,loli,17
ANN,-2.1735311986500707,4.335776201179693,-0.8097492486176663,spring,loli,17
KNN,0.26530974722067013,1.003756482556186,0.279343247500076,spring,loli,17
SVM,0.18883590766818692,1.1082374007477362,0.1888588813190083,spring,loli,17
RF,0.30265248460332594,0.7920598085453577,0.31556201657712357,spring,loli,18
XGB,0.1608084493782721,0.9531688064310809,0.17653626773325692,spring,loli,18
GBDT,0.17661635681631593,0.9352139017925272,0.1909263364452467,spring,loli,18
ANN,-2.5022463658333693,3.977914203111082,-1.865023258230273,spring,loli,18
KNN,0.20179352345486679,0.9066172246019566,0.2158911228336472,spring,loli,18
SVM,0.16504798462732373,0.9483534662978691,0.1813860096863369,spring,loli,18
RF,0.27164617857610196,0.9728664871921401,0.2868357146096959,spring,loli,19
XGB,0.21052306608426985,1.0545089883874081,0.22498003079959483,spring,loli,19
GBDT,0.18960162472760933,1.0824538807748196,0.20239478028306546,spring,loli,19
ANN,-1.038157023779136,2.7223783355644455,-0.6797522369276865,spring,loli,19
KNN,0.18984361664405536,1.0821306507473838,0.21217067954227187,spring,loli,19
SVM,0.20133718981210724,1.0667786174026164,0.20679234970172444,spring,loli,19
RF,0.28915551185559596,1.2478646009771275,0.2893088665937248,spring,loli,20
XGB,0.2685166508266712,1.2840954566875113,0.2705709697355969,spring,loli,20
GBDT,0.26625682727580546,1.2880625041368643,0.26647965598527945,spring,loli,20
ANN,-0.10318512957982007,1.9366059588090514,0.1749297446070016,spring,loli,20
KNN,0.2901445267008613,1.246128417274741,0.29247863282596553,spring,loli,20
SVM,0.2668480639630705,1.2870246071774845,0.2728431393857328,spring,loli,20
RF,0.18533458816678894,1.1289548724861818,0.20302103114990488,spring,loli,21
XGB,0.13151533395051052,1.2035370364009539,0.13971575688952131,spring,loli,21
GBDT,0.1682136877937721,1.152680838529067,0.17974927214067637,spring,loli,21
ANN,-7.398354186813577,11.638352067424046,-5.999880981366117,spring,loli,21
KNN,0.14537405214683718,1.1843317685610582,0.1496752239796646,spring,loli,21
SVM,0.1880986405432804,1.1251244773903286,0.19727347498369863,spring,loli,21
RF,0.2001297837469982,1.2532408281761762,0.23935381951005197,spring,loli,22
XGB,0.1478071832867066,1.3352201515723685,0.21518936862353977,spring,loli,22
GBDT,0.17176353881799644,1.2976852087328163,0.21721128619298236,spring,loli,22
ANN,-1.8119138134202126,4.405721234125964,-1.4103170325821033,spring,loli,22
KNN,0.33114458941792857,1.047966147076608,0.38618610599007264,spring,loli,22
SVM,0.1779572964701872,1.2879807969272155,0.2738647614041918,spring,loli,22
RF,0.24607286172917897,1.0759035084192876,0.25776746978156484,spring,loli,23
XGB,0.19645103688967624,1.1467171092686188,0.20062282051420177,spring,loli,23
GBDT,0.21987007664819935,1.1132966024835786,0.22500177191594606,spring,loli,23
ANN,-3.546235007955202,6.4877757370242914,-1.8872400620696017,spring,loli,23
KNN,0.28070369589177624,1.0264830351617769,0.2880993240295746,spring,loli,23
SVM,0.2915865294166615,1.0109525174544263,0.3262153842112496,spring,loli,23
RF,0.30088207250256327,1.0394729702919268,0.31574902693429274,spring,loli,24
XGB,0.23611981269086846,1.135763761761477,0.24364949360995503,spring,loli,24
GBDT,0.2689560512913822,1.0869416945124355,0.2820900601525871,spring,loli,24
ANN,-2.271359754658913,4.86397202434955,-1.54232508292329,spring,loli,24
KNN,0.37972714327558377,0.9222433632602729,0.38796142548310564,spring,loli,24
SVM,0.24365960273184673,1.1245533383965265,0.3116368167334206,spring,loli,24
RF,0.2224523354315766,1.037447554799859,0.2361124098745846,spring,loli,25
XGB,0.2964525213481187,0.9387123705376009,0.3141379361356762,spring,loli,25
GBDT,0.2765114413931834,0.9653188740125986,0.2964880733404599,spring,loli,25
ANN,-0.034348321470736076,1.3800853450145285,0.004430528056768135,spring,loli,25
KNN,0.11919360633726706,1.1752211227651004,0.1380072199906115,spring,loli,25
SVM,0.18317072222222197,1.0898592787746952,0.18401529680800055,spring,loli,25
RF,0.3170196721395019,1.0016541979593745,0.32081171070152625,spring,loli,26
XGB,0.2752635473436894,1.0628934401250494,0.27804995657823084,spring,loli,26
GBDT,0.30718645522584764,1.0160755254840799,0.3103097006491813,spring,loli,26
ANN,0.2363552814404265,1.119956032248908,0.23673905354982971,spring,loli,26
KNN,0.2573905777495681,1.089105813005588,0.25898376311120686,spring,loli,26
SVM,0.14854267028600843,1.2487413969344965,0.17294560417056715,spring,loli,26
RF,0.1487556593848124,1.216314757343891,0.1608104651434653,spring,loli,27
XGB,0.1696390250118439,1.1864752100092097,0.17645176047367728,spring,loli,27
GBDT,0.1812038095245324,1.1699506736368215,0.19288141396212233,spring,loli,27
ANN,-2.493367741523912,4.99155710541804,-1.8110358714612516,spring,loli,27
KNN,0.2017217001711622,1.1406333413594307,0.20934433275489217,spring,loli,27
SVM,0.19454445228563955,1.1508886724127538,0.20030463794187803,spring,loli,27
RF,0.24417168140520074,1.1215942264165084,0.2586118059329042,spring,loli,28
XGB,0.2860501021038918,1.0594496974123306,0.2881543571382139,spring,loli,28
GBDT,0.25285146271448133,1.108714062543916,0.25765416562716525,spring,loli,28
ANN,-1.1386201356785013,3.1735566631514693,0.13184119992642818,spring,loli,28
KNN,0.2407763493904982,1.1266326520626095,0.2478074422185581,spring,loli,28
SVM,0.205990768650399,1.1782519226837156,0.25488658790295426,spring,loli,28
RF,0.15613985944531827,1.0975144047343692,0.18501213607696787,spring,loli,29
XGB,0.11238889342469727,1.1544163878012705,0.13174399362044253,spring,loli,29
GBDT,0.18486743089305424,1.060151668942391,0.2025722989789207,spring,loli,29
ANN,-1.107274244541351,2.740695675695329,-1.0639020055255481,spring,loli,29
KNN,0.11434919280216016,1.1518668458796162,0.1453209619680914,spring,loli,29
SVM,0.1560692776888285,1.0976062025225763,0.17872988742274154,spring,loli,29
RF,0.3572999449826473,1.0069416084987424,0.36273669715919565,spring,loli,30
XGB,0.3346750111910025,1.0423889171561553,0.3374569958305027,spring,loli,30
GBDT,0.3133538937446285,1.075793489209386,0.31905255222078666,spring,loli,30
ANN,-0.9495513423522797,3.0544331670643534,-0.23141647608920368,spring,loli,30
KNN,0.2680052867763941,1.1468428051185595,0.27422029997745645,spring,loli,30
SVM,0.24833141901331535,1.1776665710356347,0.2799882804490552,spring,loli,30
RF,0.3118859949564394,1.08760481822483,0.31426635491237487,spring,loli,31
XGB,0.2956454570860837,1.1132739473355555,0.29735861111093864,spring,loli,31
GBDT,0.2738763732442552,1.1476812698158099,0.27750797046580067,spring,loli,31
ANN,-3.6796399004423384,7.3964471962114136,-2.5369757162816513,spring,loli,31
KNN,0.22973461587332877,1.2174499239191248,0.2300550361723459,spring,loli,31
SVM,0.21753970799266054,1.236724695935984,0.22807240216720415,spring,loli,31
RF,0.1687321700804124,1.1554605885749147,0.16875305080035408,spring,loli,32
XGB,0.056474111367860735,1.3114990612833193,0.0566579375992976,spring,loli,32
GBDT,0.06511741166178309,1.2994848914990618,0.06515392603516412,spring,loli,32
ANN,0.12569369099388328,1.2152839867467178,0.12627577396026357,spring,loli,32
KNN,0.10034971888926336,1.2505120562940055,0.10091897108709491,spring,loli,32
SVM,0.03554817938645316,1.3405860640680352,0.03563924468409563,spring,loli,32
RF,0.25986733547992646,1.140237941348121,0.27850605673297335,spring,loli,33
XGB,0.18100039875378193,1.26173923143287,0.21288717074758434,spring,loli,33
GBDT,0.18368246555836598,1.2576072771516733,0.21145838614691226,spring,loli,33
ANN,-0.27605904145000015,1.965878556927469,-0.27603527776715464,spring,loli,33
KNN,0.2618855932626484,1.1371286418811493,0.29556850210516084,spring,loli,33
SVM,0.30717117003286354,1.0673623211868517,0.32105827790504204,spring,loli,33
RF,0.1255882672712738,1.2357407328791876,0.14142199725793236,spring,loli,34
XGB,0.012392219341900157,1.3957122451446435,0.04028997464463813,spring,loli,34
GBDT,0.043904498715814144,1.3511782964901655,0.0693683933033925,spring,loli,34
ANN,-0.7570409503305013,2.4830946228094093,-0.7495654880455838,spring,loli,34
KNN,-0.04681071312215912,1.4793793237226367,-0.024436614356261543,spring,loli,34
SVM,0.14501302135636962,1.2082891800801343,0.1462152320187371,spring,loli,34
RF,0.23136638378878815,1.3776840129618722,0.23744723279765656,spring,loli,35
XGB,0.21687197758261012,1.4036635060343423,0.22576598860704866,spring,loli,35
GBDT,0.21287179129342604,1.41083336249553,0.224164511566191,spring,loli,35
ANN,0.10028391723466645,1.6126336882589236,0.11693508008006648,spring,loli,35
KNN,0.21712248483960161,1.4032145016767272,0.22129392573238216,spring,loli,35
SVM,0.22205731083118485,1.3943694151075696,0.23926386648247855,spring,loli,35
RF,0.10577917123087388,1.176729617968036,0.1238544311488754,spring,loli,36
XGB,0.09315635660673804,1.193340324577036,0.10430109421184874,spring,loli,36
GBDT,0.0662446960979689,1.2287541138453526,0.07707973287444037,spring,loli,36
ANN,-3.0785869692090007,5.36712401648368,-1.5316120278475354,spring,loli,36
KNN,0.03474713297201193,1.2702026176507821,0.07884179504625355,spring,loli,36
SVM,0.03318484488786333,1.2722584752211619,0.07665333511554795,spring,loli,36
RF,0.22466961464853674,1.3040394729674463,0.24797719155768705,spring,loli,37
XGB,0.20586514012457813,1.3356669926815576,0.2364669849236274,spring,loli,37
GBDT,0.21583800557301602,1.3188934849627016,0.2418372855504538,spring,loli,37
ANN,0.10834526554345825,1.4996870907652513,0.12707913737486187,spring,loli,37
KNN,0.19512160884493024,1.3537366944918,0.2000234017454573,spring,loli,37
SVM,0.2180239673173937,1.3152168840517584,0.2287122141716771,spring,loli,37
RF,0.14152153482874774,1.3373449018328174,0.14159191466849497,spring,loli,38
XGB,0.12283910993497638,1.3664485389060848,0.12284978389777035,spring,loli,38
GBDT,0.1619958643978917,1.305449820734566,0.1625369340610604,spring,loli,38
ANN,0.12115610807719601,1.3690703332149596,0.12117093731116879,spring,loli,38
KNN,0.1587913704133982,1.3104418081483231,0.15954809473050213,spring,loli,38
SVM,0.11110229044643494,1.3847322540410962,0.12359287170426614,spring,loli,38
RF,0.20472375326277492,1.1682433002251278,0.2058359580037079,spring,loli,39
XGB,0.14552214874949043,1.255209154063932,0.14580555064410328,spring,loli,39
GBDT,0.13785539025154525,1.2664714535308341,0.1390351971310051,spring,loli,39
ANN,-0.32095000463517787,1.9404464790425193,-0.3186294858463756,spring,loli,39
KNN,0.19215223711672025,1.1867105807098084,0.19370434695289063,spring,loli,39
SVM,0.15784909039484496,1.2371011481370182,0.16143206613778316,spring,loli,39
RF,0.1994895864665338,1.220975083741184,0.2009807282192836,spring,loli,40
XGB,0.16701368778722714,1.2705088092732615,0.16927533123044636,spring,loli,40
GBDT,0.18239773851123242,1.2470443517178498,0.1847215134619833,spring,loli,40
ANN,-1.9550912537871263,4.507240293264138,-0.8865802933929956,spring,loli,40
KNN,0.18368846569330888,1.245075675604985,0.18922763720992108,spring,loli,40
SVM,0.14821714189278512,1.2991781604890804,0.1483594078724204,spring,loli,40
RF,0.1687540805879978,1.1984989428099477,0.1728384354178334,spring,loli,41
XGB,0.08089927981928702,1.3251689009813634,0.09005535576567947,spring,loli,41
GBDT,0.08432740776719927,1.3202261907370878,0.09083839107059355,spring,loli,41
ANN,-0.7837092996574013,2.5717704712846747,-0.5783192038717428,spring,loli,41
KNN,0.13619424532594382,1.2454440492199033,0.13733413565795716,spring,loli,41
SVM,0.2085492032847558,1.1411219243281074,0.20893733312512586,spring,loli,41
RF,0.27888627534933197,1.286562274427356,0.28225587512714956,spring,loli,42
XGB,0.29382225024498787,1.2599145194676873,0.2984417927594465,spring,loli,42
GBDT,0.26443611071240614,1.3123432796219792,0.2694540283464504,spring,loli,42
ANN,0.18628794076834854,1.4517699523208916,0.18697395609151346,spring,loli,42
KNN,0.2767823543808039,1.290315947743997,0.28270654797879424,spring,loli,42
SVM,0.294311854674808,1.2590410003995205,0.3021844056897497,spring,loli,42
RF,0.2674565123147624,1.082509737980631,0.2734453746138652,spring,loli,43
XGB,0.23470777621671846,1.1309038965918985,0.24050266861966285,spring,loli,43
GBDT,0.2308658795110542,1.1365812258782988,0.24266751140785603,spring,loli,43
ANN,0.12642812801894987,1.2909132005713588,0.13122201320295301,spring,loli,43
KNN,0.1411910989168813,1.269097349325402,0.16236732686847455,spring,loli,43
SVM,0.2502504339062571,1.1079358700025272,0.25436231893515093,spring,loli,43
RF,0.18341559330706525,1.2465746121427796,0.18473145599756435,spring,loli,44
XGB,0.15921247313201825,1.2835224094526048,0.1602867928010494,spring,loli,44
GBDT,0.1763974177161205,1.2572883600952578,0.1766979908506131,spring,loli,44
ANN,-0.679538208387312,2.5639354285229303,-0.6084907578931276,spring,loli,44
KNN,0.11258636625511986,1.3547005027634824,0.11291165492848221,spring,loli,44
SVM,0.18662224682952477,1.2416794257563228,0.1867496964638965,spring,loli,44
RF,0.22004954074631955,1.211378166419197,0.22035034484814509,spring,loli,45
XGB,0.1158787193977322,1.3731708252508648,0.11659250534926702,spring,loli,45
GBDT,0.1458650442067322,1.3265976375133575,0.14646813930096647,spring,loli,45
ANN,-0.7383711986484274,2.6999470161088137,-0.5121650647800233,spring,loli,45
KNN,0.14342658768457928,1.3303849203537637,0.1449502598694351,spring,loli,45
SVM,0.05377193428669602,1.4696318280971081,0.054960977354428175,spring,loli,45
RF,0.1805328135452633,1.1296893736098204,0.1914648495028699,spring,loli,46
XGB,0.12980462261138792,1.1996215187740176,0.13547878368688004,spring,loli,46
GBDT,0.16640406553649179,1.1491667813105149,0.1748299716318591,spring,loli,46
ANN,-0.15689638503789372,1.5948577004030071,-0.14547437762115378,spring,loli,46
KNN,0.14035244632600097,1.1850806505585871,0.16645686265123583,spring,loli,46
SVM,0.13493500767671973,1.1925489457819176,0.15378540001583518,spring,loli,46
RF,0.19366730419558964,1.1562597877125338,0.21456103449182284,spring,loli,47
XGB,0.19172259000909098,1.159048456489259,0.2076851870545039,spring,loli,47
GBDT,0.2233252844999991,1.113731027327159,0.24194742464409225,spring,loli,47
ANN,0.17913292158962613,1.1771017084655284,0.1980226729448189,spring,loli,47
KNN,0.19287797610218593,1.157391663349555,0.19741242118331903,spring,loli,47
SVM,0.1864566610872861,1.1665996594714985,0.21035066065033226,spring,loli,47
RF,0.3861062543646262,0.8758693038527066,0.386983795278917,spring,loli,48
XGB,0.3740366436693474,0.8930895501780797,0.3741093615180391,spring,loli,48
GBDT,0.3591990784425919,0.9142589594096022,0.3593560207270833,spring,loli,48
ANN,0.00020238392241733738,1.4264553894112988,0.027209602202127425,spring,loli,48
KNN,0.3014093511718302,0.9967101141156867,0.3023294357257721,spring,loli,48
SVM,0.29517230525087124,1.0056087828311233,0.30727567277055656,spring,loli,48
RF,0.15492380129393812,1.1206829907548734,0.1710610949541006,spring,loli,49
XGB,0.14136649997725848,1.1386617683010936,0.14890733085110008,spring,loli,49
GBDT,0.12195104057765516,1.1644092395233845,0.13454088858371527,spring,loli,49
ANN,-0.9894159260448447,2.6382290653422946,-0.4000954792756366,spring,loli,49
KNN,0.2041076588947197,1.055458679956271,0.21852427685129383,spring,loli,49
SVM,0.13717112549257704,1.1442253906490292,0.17397271162850247,spring,loli,49
RF,0.30092214066903056,1.0322945422640282,0.30135951050445675,spring,loli,50
XGB,0.23736263385023093,1.1261497990459155,0.2374372857221796,spring,loli,50
GBDT,0.2241976156931459,1.1455899461067476,0.224962060611275,spring,loli,50
ANN,0.25560528505287283,1.099211756277781,0.2573439748227252,spring,loli,50
KNN,0.26477022620740087,1.0856783299108745,0.26940894513214697,spring,loli,50
SVM,0.21766746435596895,1.1552327054869074,0.22852256035433471,spring,loli,50
RF,0.2179622575005874,1.1870180784211197,0.2226575693525572,spring,loli,51
XGB,0.211104562024648,1.1974270498349935,0.2124771389550193,spring,loli,51
GBDT,0.2048984386709749,1.2068470307609487,0.2057883394752047,spring,loli,51
ANN,-0.5541492486356734,2.3589695924382186,0.07005288139351251,spring,loli,51
KNN,0.21072745046185126,1.1979994496288842,0.2118263154838499,spring,loli,51
SVM,0.1859402076074197,1.2356228324702143,0.18594621312271642,spring,loli,51
RF,0.368838947897301,0.9425428103542223,0.37190362618013995,spring,loli,52
XGB,0.3524223837541778,0.9670584461848407,0.35287118210182844,spring,loli,52
GBDT,0.31831517307102797,1.017992365671065,0.31865432005004324,spring,loli,52
ANN,-0.6190941020157092,2.4178702092877553,-0.1583971558802817,spring,loli,52
KNN,0.37652347509268125,0.9310671404996785,0.3780498894043348,spring,loli,52
SVM,0.3138247789808277,1.0246980846809364,0.31576816202330504,spring,loli,52
RF,0.21110404026565788,1.3019310753415776,0.21783343334448624,spring,loli,53
XGB,0.2475411826259618,1.241798116932842,0.25152030749810006,spring,loli,53
GBDT,0.2574281937064826,1.2254813811083727,0.2631628159534599,spring,loli,53
ANN,-1.337323451062776,3.8573325119930617,-0.8702428518294456,spring,loli,53
KNN,0.2273443833320422,1.2751293062978446,0.23223251129990297,spring,loli,53
SVM,0.1929952984642027,1.3318163008846147,0.1973495398301196,spring,loli,53
RF,0.21531989960233566,1.252862094083695,0.21546261814122858,spring,loli,54
XGB,0.15246093675569983,1.3532260663369151,0.15671145228814298,spring,loli,54
GBDT,0.18553454745821796,1.300418975724236,0.18673608192487634,spring,loli,54
ANN,-0.514009982775059,2.4173490783338147,-0.2775273210374902,spring,loli,54
KNN,0.221296729221931,1.2433191691778729,0.22231564227308687,spring,loli,54
SVM,0.2048976616444913,1.2695027950091882,0.20587178722848898,spring,loli,54
RF,0.3322966905025675,0.9766922569608609,0.33231310434176,spring,loli,55
XGB,0.2787104238765399,1.0550763101003828,0.27898923983473856,spring,loli,55
GBDT,0.2816923720818756,1.0507144240929556,0.2818526571727151,spring,loli,55
ANN,-0.40117507033365984,2.04958822635091,-0.28395199091490575,spring,loli,55
KNN,0.3548997350158436,0.9436293407736179,0.35832255436656835,spring,loli,55
SVM,0.29631720600644995,1.029321745862528,0.30020868025070513,spring,loli,55
RF,0.2829828158878339,1.1160666807727033,0.28401980945273775,spring,loli,56
XGB,0.16486594953659617,1.2999204319699365,0.16515106672300206,spring,loli,56
GBDT,0.20566977277892384,1.2364076060879605,0.20582593849434927,spring,loli,56
ANN,-1.2844930329958788,3.555907184764521,-0.7640301065155435,spring,loli,56
KNN,0.32511254583202875,1.0504900266805297,0.32974683428791296,spring,loli,56
SVM,0.30594289576162925,1.0803283739331642,0.30750115049796933,spring,loli,56
RF,0.14550126499913663,1.503351508182951,0.14623292498640705,spring,loli,57
XGB,0.04846939635291814,1.674063295217902,0.04921934229361424,spring,loli,57
GBDT,0.07796917535647152,1.6221632332991318,0.07802782507734807,spring,loli,57
ANN,-1.544249577975802,4.476193215476081,-1.4543726698885577,spring,loli,57
KNN,0.16036089778088058,1.4772084017762959,0.1603616409025268,spring,loli,57
SVM,0.2031175637027447,1.4019850040512614,0.20324249353630375,spring,loli,57
RF,0.23484538254808318,1.214194137317795,0.23634638289679155,spring,loli,58
XGB,0.2218550954777001,1.2348079192164911,0.22207992489395478,spring,loli,58
GBDT,0.22963284296860154,1.2224657138770794,0.22987539707790072,spring,loli,58
ANN,0.11007787537702474,1.412182847415823,0.11026904936312643,spring,loli,58
KNN,0.11305985090269943,1.407450866299435,0.11316887430001044,spring,loli,58
SVM,0.18709088465103507,1.2899738948395412,0.19121190815723899,spring,loli,58
RF,0.20498487702904278,1.4087144110724787,0.20885039489593182,spring,loli,59
XGB,0.14049739899865976,1.5229819727958789,0.14383662103267492,spring,loli,59
GBDT,0.1640843962690538,1.4811873678774703,0.16681574314911196,spring,loli,59
ANN,-0.4906981792219052,2.6414189453174926,-0.3280553162097162,spring,loli,59
