model,r2,mse,explainvar,season,species,iteration
KNN,0.08676024866101972,1.2558585322059024,0.08685941953350962,spring,loli,98
SVM,0.15076818729524033,1.1678368317216228,0.15349779161997867,spring,loli,98
RF,0.259857769803876,1.1039461606060341,0.26185689109621124,spring,loli,99
XGB,0.1639994601129916,1.246921940973809,0.1696806177383513,spring,loli,99
GBDT,0.15977654507968153,1.2532205558175435,0.16541366224449705,spring,loli,99
ANN,-0.03960369568703692,1.5506026566021478,0.05776599866830978,spring,loli,99
KNN,0.26147892158100927,1.1015281601094922,0.2742461944319733,spring,loli,99
SVM,0.3098304252094013,1.0294103230068208,0.3226824689044244,spring,loli,99
RF,0.2757362090027786,0.9211341666429974,0.2907492156612539,spring,sep,0
XGB,0.14229654112355083,1.090845587808773,0.17097121895862433,spring,sep,0
GBDT,0.14841782926148928,1.0830604027452508,0.17747402461423656,spring,sep,0
ANN,-1.6909782356506597,3.4224436253227295,-1.3226605547342007,spring,sep,0
KNN,0.3451532073305664,0.832848144753812,0.3486485460569474,spring,sep,0
SVM,0.2032182750158833,1.0133640247692985,0.21233168863126894,spring,sep,0
RF,0.506730094325237,0.942260530375061,0.5156937353766498,spring,sep,1
XGB,0.4788948982242911,0.9954322449666754,0.495111970830738,spring,sep,1
GBDT,0.4531742568663587,1.044564666970729,0.4702896282528942,spring,sep,1
ANN,0.21936228724491924,1.4912000444161906,0.22791145486373876,spring,sep,1
KNN,0.5578040213000504,0.844697421484822,0.5596232585337919,spring,sep,1
SVM,0.20104312842225247,1.5261939090523444,0.2440509147169706,spring,sep,1
RF,0.46043394657069414,0.960178240859333,0.4619056400426641,spring,sep,2
XGB,0.4348946066964108,1.005626464070082,0.4361014135886593,spring,sep,2
GBDT,0.44410518714405756,0.989235887095666,0.4463906994014508,spring,sep,2
ANN,-1.3175195307154186,4.12411383558441,-0.8927032071936143,spring,sep,2
KNN,0.38816512246266954,1.088783352244657,0.3908843122409942,spring,sep,2
SVM,0.2503784201560082,1.333980010918353,0.2941291234330602,spring,sep,2
RF,0.3332092804043768,0.9990796447181891,0.35566656887333437,spring,sep,3
XGB,0.2563573373792202,1.114230035503532,0.2883122814893214,spring,sep,3
GBDT,0.2704782440525839,1.093072106924564,0.29971683926311654,spring,sep,3
ANN,-0.09522997730807448,1.6410276034994233,-0.0866785496290412,spring,sep,3
KNN,0.42881068942604594,0.8558361667377941,0.4369223395329038,spring,sep,3
SVM,0.13817581441525584,1.2913062162378672,0.19033771016019008,spring,sep,3
RF,0.4800774179577344,0.7845230087833693,0.4872047905673662,spring,sep,4
XGB,0.48879936760528886,0.7713622605945164,0.4979961368028216,spring,sep,4
GBDT,0.45923833263497227,0.8159675785758346,0.46825891104142514,spring,sep,4
ANN,-0.40207005252574457,2.1156153899142165,-0.3432821711284182,spring,sep,4
KNN,0.49134741441295027,0.767517454815519,0.49628077508187407,spring,sep,4
SVM,0.23194856337696446,1.1589302807218909,0.27156546699424167,spring,sep,4
RF,0.5212655673900675,0.7723158826103107,0.5312771092010211,spring,sep,5
XGB,0.4712233742961818,0.8530461954820198,0.48171481547107287,spring,sep,5
GBDT,0.4789491951944359,0.8405825543075275,0.49011225118862867,spring,sep,5
ANN,0.155546010404771,1.362311093318476,0.15554965807038057,spring,sep,5
KNN,0.5193320166025901,0.7754351735601204,0.5306747177576157,spring,sep,5
SVM,0.31702638406656325,1.101803703806209,0.3192770114793566,spring,sep,5
RF,0.5628076896351055,0.6499644032335075,0.5637355975461519,spring,sep,6
XGB,0.5255017994601734,0.7054262676574421,0.5255277901725652,spring,sep,6
GBDT,0.53200048434918,0.6957648126282802,0.5321673391858668,spring,sep,6
ANN,0.013814758157242979,1.4661403848961414,0.014316910580376319,spring,sep,6
KNN,0.5351699145212159,0.6910528889701577,0.5369663250912997,spring,sep,6
SVM,0.28790952064922903,1.0586495976408885,0.2941902092245777,spring,sep,6
RF,0.5437785555733475,0.8732166119189686,0.5469988539887973,spring,sep,7
XGB,0.5006598586647135,0.9557466264215458,0.5016377645515273,spring,sep,7
GBDT,0.47856666019411565,0.9980334328630838,0.48068035177717205,spring,sep,7
ANN,0.1406401235431317,1.6448313180057326,0.16005153587579113,spring,sep,7
KNN,0.5600460904297309,0.8420802375878218,0.5616025697836339,spring,sep,7
SVM,0.19264535709411146,1.5452923015955953,0.23055615054992595,spring,sep,7
RF,0.30933734512910827,1.1086032308279987,0.34222893111088715,spring,sep,8
XGB,0.22232460582504632,1.2482699744044405,0.25307315999673063,spring,sep,8
GBDT,0.26553282274740864,1.1789151764569503,0.3023779363477721,spring,sep,8
ANN,0.18159825829711962,1.313641049749065,0.2017597372959855,spring,sep,8
KNN,0.4069266164491143,0.9519597801990763,0.42889226710183737,spring,sep,8
SVM,0.2639893193796279,1.1813926997575777,0.2690246830256061,spring,sep,8
RF,0.35019475876473816,0.7725042461383822,0.3513148596430964,spring,sep,9
XGB,0.3827904481793174,0.7337536992349696,0.38294942527800224,spring,sep,9
GBDT,0.3277362777145303,0.7992034336366601,0.3298784420834262,spring,sep,9
ANN,0.07719964013927705,1.0970474706779754,0.08097516683372286,spring,sep,9
KNN,0.32179698040841576,0.8062642144628194,0.32737047523859786,spring,sep,9
SVM,0.06551146600081681,1.1109426558482292,0.07488502223789617,spring,sep,9
RF,0.5760805272577685,0.7899560859662582,0.6111664272397987,spring,sep,10
XGB,0.5175973427335414,0.8989370375671598,0.5557795656363131,spring,sep,10
GBDT,0.489420801003123,0.9514428365516772,0.5270170771964017,spring,sep,10
ANN,0.07757670691101237,1.7188969629044635,0.219150737920359,spring,sep,10
KNN,0.5675465274514071,0.8058588352338513,0.6050900613215315,spring,sep,10
SVM,0.17049288993356926,1.5457515685949765,0.3087056990850643,spring,sep,10
RF,0.4388758916768035,0.6787436098710475,0.43907949054742645,spring,sep,11
XGB,0.34512133983245474,0.7921504338102944,0.3452980096939695,spring,sep,11
GBDT,0.35228519129328095,0.7834849383718049,0.3522855473407359,spring,sep,11
ANN,-0.20287300978153566,1.4550121029647807,-0.1189622756925981,spring,sep,11
KNN,0.472680282417012,0.6378533435998917,0.473169587270436,spring,sep,11
SVM,0.2586583452888649,0.8967372875317438,0.27180836487396387,spring,sep,11
RF,0.2726580418333441,0.8413259549999053,0.2728253898299028,spring,sep,12
XGB,0.2518529491359838,0.8653914778065209,0.2518606910466634,spring,sep,12
GBDT,0.2397092089877767,0.8794383008486203,0.23977734920780724,spring,sep,12
ANN,-0.15554408714014611,1.3366329574993656,-0.042344692208221346,spring,sep,12
KNN,0.3795323133863914,0.7177030874206308,0.38758694282782824,spring,sep,12
SVM,0.13117803779476256,1.004977725909946,0.1312032856861105,spring,sep,12
RF,0.47984590192634735,0.9293649394142954,0.4802743610553891,spring,sep,13
XGB,0.4573855308012962,0.9694951268475204,0.46353649811982456,spring,sep,13
GBDT,0.42940581705679604,1.0194867832918086,0.43472276527789655,spring,sep,13
ANN,-1.1892230621115472,3.911508466469072,-1.1878645944364732,spring,sep,13
KNN,0.4794344962353656,0.9301000024013792,0.4817356631319182,spring,sep,13
SVM,0.19092214218457026,1.445588138389738,0.23353315571659283,spring,sep,13
RF,0.45767241934127034,0.9542943158834302,0.4612396112455538,spring,sep,14
XGB,0.38158004978611293,1.0881885125613644,0.38677350293294654,spring,sep,14
GBDT,0.3753622603689575,1.0991295034122157,0.37861033369820063,spring,sep,14
ANN,0.20678257383854703,1.395766890789744,0.20788977388157726,spring,sep,14
KNN,0.4850845412343797,0.9060592029335705,0.4855628580618778,spring,sep,14
SVM,0.20820481211288377,1.3932642817589016,0.24581555713807246,spring,sep,14
RF,0.3978052096309125,1.0262239765354968,0.39978770625052495,spring,sep,15
XGB,0.3830836318455797,1.0513115999048077,0.3835498940836839,spring,sep,15
GBDT,0.38391807112724885,1.0498895988986432,0.3857751447725427,spring,sep,15
ANN,0.29359598307800117,1.2038110440012781,0.2941953555492042,spring,sep,15
KNN,0.46425147087155083,0.9129902728787594,0.4661857679284426,spring,sep,15
SVM,0.186946632947822,1.3855564226327322,0.20695465213091013,spring,sep,15
RF,0.4093450430609812,0.7566961472996503,0.42558969800456015,spring,sep,16
XGB,0.36918054156356617,0.8081514397411268,0.37727481966171617,spring,sep,16
GBDT,0.3328482310555091,0.8546972598700516,0.34771714851529056,spring,sep,16
ANN,-0.48404935390656467,1.9012359336206708,0.07510230380734473,spring,sep,16
KNN,0.4535317911805947,0.7000878996738479,0.4896331799914817,spring,sep,16
SVM,0.2822202082297145,0.9195575126582675,0.28458569340206985,spring,sep,16
RF,0.4023648132291149,0.6573543710158174,0.40780748666955857,spring,sep,17
XGB,0.35112322877431024,0.7137163126564046,0.35339913015951474,spring,sep,17
GBDT,0.34271310281942513,0.7229668273175447,0.3470130686284627,spring,sep,17
ANN,-2.4746557763138832,3.8218635932006046,-0.9580469687046578,spring,sep,17
KNN,0.2472233572596959,0.8279984637076901,0.2862966763240593,spring,sep,17
SVM,0.25794316106487725,0.8162074747502921,0.2579734526423403,spring,sep,17
RF,0.43811247686529275,0.9600798886664197,0.4391502170831558,spring,sep,18
XGB,0.4010636106922173,1.0233841441377336,0.40378324423156076,spring,sep,18
GBDT,0.4266646556828986,0.9796404278023476,0.4293218973087889,spring,sep,18
ANN,-1.3495145562022404,4.014543090322351,-0.9885734902686192,spring,sep,18
KNN,0.45686810718579407,0.9280327213445382,0.4597278471929577,spring,sep,18
SVM,0.2508306183957172,1.2800826266264926,0.26987670325565893,spring,sep,18
RF,0.5774017736931059,0.7268139268876956,0.5774418348874292,spring,sep,19
XGB,0.4893560856241781,0.8782410468028521,0.48960945671136846,spring,sep,19
GBDT,0.49260605958106884,0.8726515147441559,0.49260606600330814,spring,sep,19
ANN,-0.6907009897608734,2.9077855728353943,-0.32229001516678224,spring,sep,19
KNN,0.5365280692172598,0.7971113768229513,0.5365720153147506,spring,sep,19
SVM,0.2619495006516154,1.269350764580038,0.3054017307793182,spring,sep,19
RF,0.5506439036663038,0.5862960207830177,0.5521092249500326,spring,sep,20
XGB,0.5453413580793021,0.5932145012555091,0.5456938773804015,spring,sep,20
GBDT,0.5222477616027956,0.6233458020884453,0.5228109280595032,spring,sep,20
ANN,-0.3173572823561295,1.7188179684144442,0.009424563494749849,spring,sep,20
KNN,0.5644878114542482,0.5682332235618772,0.5703096575511823,spring,sep,20
SVM,0.32416071980961103,0.8817992765591209,0.33808660921293165,spring,sep,20
RF,0.3883200478259665,1.3728891629396867,0.4274671675636659,spring,sep,21
XGB,0.353015127493543,1.4521295276934474,0.3971556363117902,spring,sep,21
GBDT,0.3231783024043363,1.5190969894778483,0.367657814437353,spring,sep,21
ANN,-5.925860035244023,15.544792914380627,-4.415797669051763,spring,sep,21
KNN,0.41480875508565396,1.313436406628393,0.4432347078908564,spring,sep,21
SVM,0.11687085359938099,1.9821451238680228,0.26955809320190893,spring,sep,21
RF,0.5519063889288565,0.6134467814463982,0.5519463627336325,spring,sep,22
XGB,0.40297658766053646,0.8173338822490859,0.40300678373148646,spring,sep,22
GBDT,0.44175115789492336,0.7642509220716522,0.44283574687454175,spring,sep,22
ANN,-2.795194521114494,5.195677435291644,-1.4030255781505416,spring,sep,22
KNN,0.4906379712467943,0.6973241514930942,0.4906391418010886,spring,sep,22
SVM,0.17492517733301394,1.129539636165803,0.20424309585475775,spring,sep,22
RF,0.40142904455164385,0.8939859652704364,0.4097698635771604,spring,sep,23
XGB,0.4061255815827718,0.8869715283803999,0.40975464196180555,spring,sep,23
GBDT,0.38937184570230865,0.911993799519104,0.3939959459450655,spring,sep,23
ANN,-3.3501177705015746,6.497048008600647,-2.301359255902167,spring,sep,23
KNN,0.39888634689922275,0.8977835702068266,0.4125015107123622,spring,sep,23
SVM,0.2851500604824808,1.0676525604627674,0.2927486875007205,spring,sep,23
RF,0.4599237085282307,0.7465128758953523,0.4617908804623557,spring,sep,24
XGB,0.440428548860489,0.7734597868029675,0.44302699847493254,spring,sep,24
GBDT,0.40654373929540855,0.8202965893751774,0.40871555692298556,spring,sep,24
ANN,-1.9492373857875358,4.07654199476636,-1.2036617695564336,spring,sep,24
KNN,0.48208652585117096,0.7158786326246379,0.4829936056752734,spring,sep,24
SVM,0.16223752509090528,1.1579854260169593,0.21149708500943776,spring,sep,24
RF,0.40118714743703865,0.8718267431531512,0.43008178936526875,spring,sep,25
XGB,0.39880074764747686,0.8753011628278295,0.4124640277687671,spring,sep,25
GBDT,0.40603037273532916,0.8647753692220589,0.4208006479198061,spring,sep,25
ANN,0.07164792015459409,1.3516112201115043,0.11834451995883011,spring,sep,25
KNN,0.40867437208914204,0.8609259038412346,0.4445868851670741,spring,sep,25
SVM,0.27591699870076447,1.0542107139039687,0.27593893903393396,spring,sep,25
RF,0.3098697543962077,1.002651766757014,0.3154411760675556,spring,sep,26
XGB,0.3149083295927333,0.9953315016984748,0.3150521135252471,spring,sep,26
GBDT,0.2676558309748476,1.0639820231394759,0.2682894987357608,spring,sep,26
ANN,-0.008008294717288367,1.4644790661504377,0.0029593345724221454,spring,sep,26
KNN,0.37774254217191006,0.9040431765502586,0.38536436126481777,spring,sep,26
SVM,0.17578650094322612,1.1974538520496827,0.17645218099495552,spring,sep,26
RF,0.44325346630569296,0.7912818518804244,0.44579289993551563,spring,sep,27
XGB,0.3212742625644145,0.9646460748901983,0.3243776727367581,spring,sep,27
GBDT,0.32417780084667724,0.9605193906453061,0.3293300488545723,spring,sep,27
ANN,-2.884906472671122,5.521464081113302,-1.964138105678531,spring,sep,27
KNN,0.5319535987437685,0.6652158580934261,0.535321528824218,spring,sep,27
SVM,0.2562404234224931,1.0570761010452752,0.2716389287893626,spring,sep,27
RF,0.4591852317727825,0.9321569267602426,0.4638865649124474,spring,sep,28
XGB,0.3968743200810527,1.0395570041223838,0.39986823516047776,spring,sep,28
GBDT,0.3957956397656074,1.041416234651717,0.39803281410755553,spring,sep,28
ANN,-0.9067492737603071,3.286503341905747,0.07113571793284279,spring,sep,28
KNN,0.45331313492754277,0.9422781661761702,0.4597497592410368,spring,sep,28
SVM,0.21487278795964992,1.3532577364527258,0.25950135353963966,spring,sep,28
RF,0.381073701252458,1.0565614511822026,0.38414079334157003,spring,sep,29
XGB,0.316902185281136,1.1661078546496657,0.33173367189584313,spring,sep,29
GBDT,0.34257593166770717,1.1222805188354157,0.3515035307518024,spring,sep,29
ANN,-0.7816853635134813,3.041493109976481,-0.7816488635960601,spring,sep,29
KNN,0.38784845847875393,1.0449963466763719,0.3878484853506884,spring,sep,29
SVM,0.19313430614031335,1.3773904746633792,0.2288271412891214,spring,sep,29
RF,0.21939407032221925,1.023929705216294,0.2716799204937508,spring,sep,30
XGB,0.20120907957230683,1.0477831650863783,0.23745423520019426,spring,sep,30
GBDT,0.24305404383187124,0.9928946479868883,0.2837359395328479,spring,sep,30
ANN,-2.4697552045368254,4.5513174941171854,-0.2510380066843607,spring,sep,30
KNN,0.26184864484638093,0.9682415553766535,0.32750034548184337,spring,sep,30
SVM,0.18347728949242348,1.0710421564662498,0.18630471842669805,spring,sep,30
RF,0.4627834302350555,0.7446894640686974,0.4631069573711345,spring,sep,31
XGB,0.43361151395026487,0.7851275665521759,0.43371727472248567,spring,sep,31
GBDT,0.4173456362952078,0.8076753217691295,0.41746686378097986,spring,sep,31
ANN,-3.636277235404399,6.426806252863458,-2.7323359049746245,spring,sep,31
KNN,0.4928530070696129,0.7030070247733183,0.4932422428578339,spring,sep,31
SVM,0.23653011610544594,1.0583217470726758,0.2607130619995809,spring,sep,31
RF,0.5399401256508827,0.7698743489234686,0.5422179384230146,spring,sep,32
XGB,0.5036572545735274,0.8305909062786877,0.5043488931794247,spring,sep,32
GBDT,0.45995426023485686,0.9037244616883859,0.46184581650174095,spring,sep,32
ANN,0.17132706460607305,1.3867195819011402,0.17167986378320277,spring,sep,32
KNN,0.5097644888453265,0.8203709256394798,0.5170674707916454,spring,sep,32
SVM,0.24791508506728688,1.2585554978863496,0.2545384184930518,spring,sep,32
RF,0.40066231795710683,0.9411702150101205,0.41181512445568014,spring,sep,33
XGB,0.4141157223946669,0.9200436549314063,0.41915324897188266,spring,sep,33
GBDT,0.39960244956042035,0.9428345798526443,0.4046287090155033,spring,sep,33
ANN,-0.443721020628133,2.2671479937114407,-0.4396289453407094,spring,sep,33
KNN,0.4354405438980724,0.8865562113069685,0.4538217532508787,spring,sep,33
SVM,0.2867159847264785,1.120105893775952,0.2965194604233692,spring,sep,33
RF,0.43198739144095355,0.8445255085536597,0.4320092151316417,spring,sep,34
XGB,0.3096667054152772,1.0263928439188539,0.30988673786386733,spring,sep,34
GBDT,0.3194119674189356,1.0119035135314411,0.320346698901536,spring,sep,34
ANN,-0.6691969993575806,2.4817749175230914,-0.6281703184594158,spring,sep,34
KNN,0.3826886386583781,0.9178232727888311,0.3839386587926451,spring,sep,34
SVM,0.1374760291051329,1.2824072638239474,0.17067072942649142,spring,sep,34
RF,0.33659401450455073,1.091593439070743,0.3368049864788112,spring,sep,35
XGB,0.3460148740809281,1.076091998431343,0.34732822157062115,spring,sep,35
GBDT,0.37890156824791066,1.0219789811081816,0.38071229671267226,spring,sep,35
ANN,0.13789848494720858,1.4185346201568598,0.13804009921682503,spring,sep,35
KNN,0.34200877342907743,1.082683788803194,0.3426652509377486,spring,sep,35
SVM,0.19004094451279163,1.3327374341150522,0.2139770902045408,spring,sep,35
RF,0.5143257079961692,0.8284194265725856,0.5254330649824495,spring,sep,36
XGB,0.4583653458384147,0.9238715678383942,0.46679573515297135,spring,sep,36
GBDT,0.45686641339212364,0.9264283116851895,0.4683159667044998,spring,sep,36
ANN,-1.5350622647529177,4.324080690018996,-1.050740320370458,spring,sep,36
KNN,0.5512474848019979,0.7654415879817705,0.5557389573649121,spring,sep,36
SVM,0.20962887013400977,1.3481438259407517,0.26282961267213134,spring,sep,36
RF,0.33765882232640043,1.0580323229401667,0.33767064649890244,spring,sep,37
XGB,0.2804188883792027,1.149468130225789,0.2804502843528591,spring,sep,37
GBDT,0.24039475915741582,1.2134031894394153,0.2405265831689789,spring,sep,37
ANN,0.13188099550939036,1.3867444722911955,0.13709166634613545,spring,sep,37
KNN,0.34537343572078005,1.0457089002006807,0.34787819633654105,spring,sep,37
SVM,0.10769103394526702,1.4253858282694212,0.11902080660395509,spring,sep,37
RF,0.2244996497017936,0.5363140748535152,0.26962279007542145,spring,sep,38
XGB,0.14694516198860075,0.5899485616885569,0.16269879237522822,spring,sep,38
GBDT,0.23076700864824595,0.5319797469401248,0.26260666865275173,spring,sep,38
ANN,-0.8239341185575626,1.2613811702493867,-0.7792702107641944,spring,sep,38
KNN,0.1705154953110083,0.5736479868339678,0.3078843588041654,spring,sep,38
SVM,0.18570887412334147,0.5631406764265616,0.20738280286514932,spring,sep,38
RF,0.483869433768243,0.9101466589485516,0.48798806451659893,spring,sep,39
XGB,0.4179999525549739,1.0263011597188307,0.42600503947499435,spring,sep,39
GBDT,0.39771986531012815,1.0620631448766589,0.40119659714687694,spring,sep,39
ANN,-0.28271676759725883,2.261947764360285,-0.27301393771645843,spring,sep,39
KNN,0.5965950661097889,0.7113658380361705,0.5989449045345883,spring,sep,39
SVM,0.25365769373287816,1.3161029416265215,0.27591976541730556,spring,sep,39
RF,0.43577433953312894,0.7708136640528657,0.4376253856832276,spring,sep,40
XGB,0.35264257199719007,0.8843836535505881,0.35493018673497967,spring,sep,40
GBDT,0.3717046177049841,0.8583421486601336,0.37351701146640814,spring,sep,40
ANN,-2.6027812844025577,4.9219190781105615,-1.6512316384035794,spring,sep,40
KNN,0.5448344884791321,0.6218217643550391,0.547978783727317,spring,sep,40
SVM,0.3133633367984515,0.9380447564144336,0.34026207075631376,spring,sep,40
RF,0.46795598108963576,0.878415278517973,0.46804420061228935,spring,sep,41
XGB,0.3992049283344934,0.9919246367812162,0.39936254157410533,spring,sep,41
GBDT,0.4304804698192224,0.940288094488393,0.4304889649293393,spring,sep,41
ANN,-0.6966142745815305,2.8011439797713176,-0.4632878821123485,spring,sep,41
KNN,0.5004961491188127,0.8246908125970681,0.504955229482981,spring,sep,41
SVM,0.20187036016499416,1.3177279415807732,0.20983442918493123,spring,sep,41
RF,0.4072505764898854,0.9783320360110891,0.40807546628440083,spring,sep,42
XGB,0.3794478866937566,1.0242203338921028,0.3797233426176818,spring,sep,42
GBDT,0.38948983175372875,1.0076461186058918,0.3900211625119676,spring,sep,42
ANN,0.12929144978634,1.4371031584617944,0.1322528134430413,spring,sep,42
KNN,0.4357006657188486,0.9313752063354989,0.4368270355946692,spring,sep,42
SVM,0.2353914499145603,1.2619852671080842,0.28614922068569604,spring,sep,42
RF,0.3267454038624227,1.0948908350958346,0.32762508911507804,spring,sep,43
XGB,0.21780937528475963,1.2720497583110402,0.223126144870189,spring,sep,43
GBDT,0.22780864909247256,1.2557882826189506,0.23208256664849902,spring,sep,43
ANN,0.061798255179476125,1.5257652866657918,0.06227401583987302,spring,sep,43
KNN,0.3700200882878736,1.0245147015485658,0.373402853396798,spring,sep,43
SVM,0.2290966726501541,1.2536936141283328,0.2385111220809164,spring,sep,43
RF,0.2807896978230049,1.1227084862438614,0.280957956501076,spring,sep,44
XGB,0.2647092558989552,1.1478105301884978,0.26693103885019154,spring,sep,44
GBDT,0.25301404922988946,1.1660670926097971,0.2549107616356002,spring,sep,44
ANN,-0.6475460086136804,2.5718678942012327,-0.5711953295837668,spring,sep,44
KNN,0.38038251014181157,0.96724116990987,0.3805592172390575,spring,sep,44
SVM,0.2153783380848504,1.2248175473244454,0.22289652963655382,spring,sep,44
RF,0.3839410594802839,1.0708558937373802,0.38402798170567765,spring,sep,45
XGB,0.3316814029725791,1.1616955155579092,0.3324063924092989,spring,sep,45
GBDT,0.3385318409658016,1.1497878368972663,0.33919111335566443,spring,sep,45
ANN,-0.6576354727322458,2.8813618290256184,-0.5165019034569047,spring,sep,45
KNN,0.4304823380925268,0.9899561628415849,0.4343733769480269,spring,sep,45
SVM,0.21760434177610166,1.359988382177833,0.22469298231007662,spring,sep,45
RF,0.39367505192198937,0.9601454908361259,0.3937422138172688,spring,sep,46
XGB,0.38462767866410963,0.9744724530780735,0.38477872705086524,spring,sep,46
GBDT,0.40858541923107694,0.9365341880455818,0.40862168903548257,spring,sep,46
ANN,-0.1254388441433012,1.7821879750146492,-0.12539803855333176,spring,sep,46
KNN,0.4196412064254549,0.9190268031755138,0.4272470952861236,spring,sep,46
SVM,0.21652635260556752,1.2406692024124195,0.23518791296908015,spring,sep,46
RF,0.4158836728071964,0.9450936864179561,0.41589538568976936,spring,sep,47
XGB,0.387225385549577,0.9914624747736842,0.3872705596624507,spring,sep,47
GBDT,0.38480066431268123,0.9953856466242756,0.38480605629796216,spring,sep,47
ANN,0.1985667442644352,1.2967100469887383,0.19920155412430096,spring,sep,47
KNN,0.41845583859574353,0.9409319509313641,0.4188589753571129,spring,sep,47
SVM,0.25737418733665607,1.2015602616214236,0.261452549430936,spring,sep,47
RF,0.39569197264552625,0.9640931415068295,0.4088190637987883,spring,sep,48
XGB,0.32753608416125,1.0728268032598478,0.3411641728538529,spring,sep,48
GBDT,0.34372150801791124,1.0470051106358063,0.3543057641859716,spring,sep,48
ANN,-0.374938745952887,2.193532031616767,-0.21404559840549364,spring,sep,48
KNN,0.41076502767650325,0.9400460855037228,0.41963141639687584,spring,sep,48
SVM,0.21361391884281233,1.254574477090909,0.22844203866978352,spring,sep,48
RF,0.47520580477585117,0.9575841559804128,0.4753284805594,spring,sep,49
XGB,0.4341483154339808,1.0325011456039683,0.43799628666937207,spring,sep,49
GBDT,0.4508561093013378,1.0020146828451066,0.4557711303857317,spring,sep,49
ANN,-0.7057715057490825,3.112495874559951,-0.24912937534068713,spring,sep,49
KNN,0.49512599961238246,0.9212360729926468,0.495163898072687,spring,sep,49
SVM,0.23387783267307005,1.397931714287156,0.25534015577415614,spring,sep,49
RF,0.4940248175967047,0.7118280660462122,0.4941741351604818,spring,sep,50
XGB,0.5004717013452551,0.7027583073893586,0.5031516732504535,spring,sep,50
GBDT,0.4600223066482525,0.759664288949848,0.4622170994091318,spring,sep,50
ANN,0.2085560484768616,1.113438043978298,0.2122437288202471,spring,sep,50
KNN,0.45352857997866336,0.7687999482813802,0.45353100971821136,spring,sep,50
SVM,0.21238278323226212,1.1080544257793379,0.24285391345707297,spring,sep,50
RF,0.430899124485306,1.1373781750072491,0.4329052849171544,spring,sep,51
XGB,0.4468090184207768,1.1055814111865658,0.4468265447692653,spring,sep,51
GBDT,0.43850130051340674,1.122184824462664,0.43877774185953466,spring,sep,51
ANN,-0.08228033386434297,2.162994442529336,-0.06067344689427534,spring,sep,51
KNN,0.42532501026502767,1.1485183368518577,0.4306951769456805,spring,sep,51
SVM,0.20757215624285863,1.5837089232068065,0.21994473259479774,spring,sep,51
RF,0.5987965767326775,0.6851178135771672,0.598846875541758,spring,sep,52
XGB,0.5514039772384105,0.7660481154196219,0.5515143294578152,spring,sep,52
GBDT,0.5165959040606698,0.825488363451798,0.5174393033132196,spring,sep,52
ANN,-0.42975973360453024,2.441539144034498,0.023631495527277613,spring,sep,52
KNN,0.5621959069927134,0.7476192015850063,0.562602492395638,spring,sep,52
SVM,0.27333801814019654,1.2408893826654166,0.3038134062849218,spring,sep,52
RF,0.5616519735083825,0.7328470230048699,0.5621672809305494,spring,sep,53
XGB,0.5296114353826784,0.786413622058203,0.5315830998462736,spring,sep,53
GBDT,0.5109888731568475,0.8175475349838591,0.5123910499412323,spring,sep,53
ANN,-0.7996312085870048,3.0086923951164706,-0.37310349376144947,spring,sep,53
KNN,0.5848693813891095,0.6940312710931731,0.5859292344855132,spring,sep,53
SVM,0.21503898314782488,1.312327898403331,0.24078762597710945,spring,sep,53
RF,0.3659140917892205,0.9809991274033525,0.3664661253824141,spring,sep,54
XGB,0.2982363358284137,1.085703897975385,0.3038406590405608,spring,sep,54
GBDT,0.3150345130203467,1.0597153103820218,0.3185246204035723,spring,sep,54
ANN,-0.8039950154679132,2.7909743981027573,-0.4271669736088697,spring,sep,54
KNN,0.506424915221104,0.7636137646433528,0.5069054383321888,spring,sep,54
SVM,0.1997902830429623,1.2380105343921166,0.23168912929588015,spring,sep,54
RF,0.48339398624548435,0.8464066247802695,0.48639316393300114,spring,sep,55
XGB,0.4442592959718943,0.9105248507094602,0.4448552576343726,spring,sep,55
GBDT,0.4518601843297966,0.8980715650545222,0.45366733473964316,spring,sep,55
ANN,-0.2873337179826867,2.1091658985629396,-0.1483813297444052,spring,sep,55
KNN,0.5708953642310041,0.7030444802591655,0.573372472422492,spring,sep,55
SVM,0.2536634001800332,1.2227969198666322,0.2610423865437971,spring,sep,55
RF,0.37296074890631437,0.7587782749248476,0.42149872125802057,spring,sep,56
XGB,0.4278655178276898,0.6923381824192443,0.46959031754360925,spring,sep,56
GBDT,0.35179399865943295,0.7843920944904973,0.4068902006836742,spring,sep,56
ANN,-2.12061625923858,3.7762481658962375,-0.9531103975340736,spring,sep,56
KNN,0.42953324732836384,0.6903200680645919,0.47692909562990005,spring,sep,56
SVM,0.222102133163679,0.9413318232251989,0.23771643779382146,spring,sep,56
RF,0.43832551382668294,1.1531987783971198,0.44148693453022525,spring,sep,57
XGB,0.42170281567708845,1.1873275766097227,0.4240788706086729,spring,sep,57
GBDT,0.4051377416099313,1.2213380642650384,0.40739446912569754,spring,sep,57
ANN,-0.7985349810127198,3.692651872330829,-0.6407924681391646,spring,sep,57
KNN,0.49827817204249636,1.0301073189876528,0.49940476414807555,spring,sep,57
SVM,0.1658157783273435,1.7127005927312489,0.21859084592632994,spring,sep,57
RF,0.28401061349692136,1.1880224843386171,0.2863786968759938,spring,sep,58
XGB,0.25891871800014754,1.2296568110294557,0.25972856089614327,spring,sep,58
GBDT,0.25668102632164524,1.2333697543735769,0.2582052202589685,spring,sep,58
