,Year,Month,Nominal CPUE,RF,XGBoost,GBDT
72,2016,4,0.0,1.0442851753109408,0.57914656,1.322185704308116
73,2015,4,1.6034198401085376,2.905366906508888,3.247337,2.7475683693464057
74,2016,4,4.029094677013983,2.6611127516469573,2.1895354,2.241962361607555
75,2018,4,0.0,0.9276384449773799,0.77389294,1.3258692834279324
76,2017,4,0.6575200029167942,2.2709642859556514,2.1161907,1.9176798411891327
77,2017,4,0.23901690047049992,0.25948622943343524,0.37862444,0.18157636433765822
78,2019,4,0.8021063145168975,2.932823505206784,3.4263945,2.9396475321397313
79,2015,4,3.7354051515508697,2.4649865422405135,1.6728477,2.221561215306449
80,2016,4,0.0,2.227802491063513,2.2120316,2.1816686914167125
81,2014,4,2.5298220699979437,2.237110102776372,1.4676163,2.165410814324666
82,2016,4,0.6678293725756554,0.8582090225704534,1.1310234,0.7436552288583712
83,2014,4,0.29130349019575685,0.7777777366310268,0.54999435,1.323616860267399
84,2016,4,1.7967470107390942,2.998490189038506,2.8834581,2.683422721290775
85,2015,4,5.264605452062501,2.7326888711154296,3.3540301,3.040796760733529
86,2017,4,3.937690752176724,2.3973501249665317,2.1284084,2.3381331057352823
87,2019,4,1.8031942526865572,2.7548025546662376,2.5650232,2.4406053085866057
88,2019,4,2.2235855251775654,1.8745882522767272,1.8362818,2.1620558159647913
89,2017,4,2.211565694606877,2.637438891793045,2.618781,2.4495216998350027
90,2018,4,1.7140265398228118,2.0386773970845486,1.8256892,1.8953207394447091
91,2016,4,0.8285518175661483,1.5936126285628667,1.4537481,1.712628727819674
92,2015,4,3.762594491936217,2.0532476390007406,2.0114446,2.33492338119772
93,2015,4,1.6524974018945473,1.7720672023105202,2.1263237,1.9473467802046482
94,2017,4,0.0,1.861747427854462,1.8925349,1.596894259048186
95,2014,4,2.175584437293731,2.8824057889057126,2.9083395,2.6522998495296575
96,2014,4,0.0,1.5515212904249,1.173287,1.4631892590831437
97,2016,4,0.0,2.0404362021728413,1.2112465,1.4626276840045465
98,2017,4,0.0,1.921331609056574,1.8106093,1.6659471066136888
99,2014,4,1.7309775428003151,2.5536672698051306,2.3021262,2.2125846180804576
100,2015,4,1.8656293177945105,1.8363308116005335,1.3628795,2.0187964960102454
101,2018,4,0.0,1.7368552513329785,1.592007,1.7855198334292222
102,2017,4,1.8484548129046001,2.360800481142692,1.657989,2.3116885471694957
103,2018,4,1.360564323565281,1.6523684580471645,1.3530499,1.4106951145659963
104,2018,4,2.1867524379457643,2.39418036462278,2.1482887,1.9985311935960515
105,2017,4,1.085189268335969,1.835259494648077,1.7198693,1.4464414187988486
106,2014,4,1.6033854928385962,2.609754127802767,2.493382,2.5189362482506725
