,Year,Month,Nominal CPUE,RF,XGBoost,GBDT
0,2019,11,0.9315468890318386,1.975968161784989,1.3923095,2.9073957760126157
1,2016,11,0.0,3.9024696765349085,3.6767936,3.856290453193442
2,2018,11,0.0,0.008290273670884075,0.643607,1.921732375842488
3,2019,11,1.8932072712958066,5.666917469771609,5.5681477,5.667209122928966
4,2019,11,4.951553121842638,4.32327989028483,3.7289872,3.923558750216361
5,2018,11,0.0,2.551434878762956,0.3743853,1.6588851227251062
6,2019,11,4.201756526419733,4.3761008547459985,4.4856668,4.012508093945302
7,2018,11,3.896706301316253,3.660462180551721,3.6999493,4.0350814560246
8,2018,11,0.0,0.07377297072379395,0.643607,1.921732375842488
9,2019,11,1.7304291654975315,0.696951519126054,0.84187925,2.992170433985762
10,2017,11,2.236520191103183,3.4659980451539782,2.9528499,3.373407679424378
11,2015,11,5.14096155577183,4.516764405903724,4.3638754,4.513894002855557
12,2018,11,4.947198388179985,4.41270746654243,3.4340384,3.6441723437025035
13,2018,11,0.0,0.5071498217979474,1.1779566,2.250660705153666
14,2016,11,3.2962071678045244,5.687219157647018,6.5375867,5.755358365143963
15,2017,11,0.0,5.637723003325447,5.7781653,5.492072843197777
16,2014,11,1.3336801610361912,3.7338505534992,3.1159148,3.667223032561014
17,2019,11,4.039574461619641,3.9263866665850125,3.3780499,3.8908128273238867
18,2017,11,0.0,1.1775681208956885,0.80933034,1.743128854819608
19,2015,11,4.447814375211885,4.731187070161081,4.2155023,4.357211237491369
20,2018,11,2.9236990706541595,4.242354018142149,4.1365466,4.033744810689088
21,2019,11,0.6523724432563838,2.7405961711176876,2.525518,2.5189003881811933
22,2017,11,2.1802869992108924,2.8847388069196827,2.7108352,3.2956991131312674
23,2019,11,0.0,3.5765664907650887,2.916349,3.4444843109214713
24,2015,11,3.147594622863237,3.1295166426406764,3.6929274,3.484690241038704
25,2015,11,0.8372475245337022,3.315058660711099,4.156491,3.4491824470265207
26,2019,11,3.2605957619733172,4.071749770357802,3.895581,4.144536768231388
27,2018,11,0.0,0.07025422723920573,,1.988455055345673
28,2017,11,3.1673994219278288,3.3304945092429508,4.1680584,3.2930040869284194
29,2018,11,1.1216775615991057,2.912193947460448,1.2463493,2.400107685649346
30,2018,11,0.0,4.148864896963329,3.493532,3.6572443298094672
31,2014,11,0.0,0.5267840461794329,1.3840165,2.932347227699123
32,2019,11,0.0,1.9544950544269626,0.37966686,2.4963460114489733
33,2018,11,0.0,0.08911999908472917,0.7074553,1.9994953282941725
34,2019,11,0.0,3.735978725858986,4.336958,3.4382170218017936
35,2019,11,3.372722692377742,4.370699613991712,4.0716715,3.9346219393599537
36,2018,11,1.4713246103044662,3.117066098930915,2.5330455,3.028549577046088
37,2018,11,0.0,0.04286790022717587,0.3743853,1.6588851227251062
38,2018,11,1.8484548129046001,4.154557038159659,4.1374946,3.904381343948709
39,2014,11,0.8884769693287983,3.476229397417974,1.8120024,2.945676223787564
40,2019,11,0.0,4.584958345636282,4.36976,4.009626591591242
41,2018,11,0.0,0.3175393981890049,,2.1754172765055695
42,2017,11,1.3301805889811633,2.279866665109598,2.4331715,3.5048905661149625
43,2019,11,4.827275328742703,4.08557317402629,4.064409,3.9779692127187163
44,2014,11,2.9639060604932848,3.6309704004208285,2.9640687,4.1498319863596205
45,2015,11,0.0,5.525595667481611,2.5459614,0.7075816255379082
46,2016,11,0.0,3.929798563622651,3.3603709,3.6421292390885704
47,2017,11,2.4560576340800524,2.188434069178675,2.4535942,2.770660483585653
48,2018,11,6.60003375119263,3.590300205291187,3.8974063,3.327476367675001
49,2014,11,0.0,3.7212317198555303,3.114922,3.667223032561014
50,2019,11,3.7344271409403462,4.035982568458187,3.5171492,3.747256225887345
51,2015,11,1.8196988379172965,3.7710731968283797,2.9428468,3.787667977076973
52,2015,11,2.265921108622454,3.583806377946052,4.190538,3.4491824470265207
53,2017,11,1.3689265200346559,2.484674252452914,2.7339308,3.2768798174451508
54,2016,11,2.8713021951758138,3.2450200392730246,2.7671287,2.793377432277965
55,2018,11,0.0,0.028781801425451947,-0.53144455,1.560595612724871
56,2017,11,0.1934524471131471,1.8186211028053685,2.2799065,3.488258319937435
57,2017,11,1.3725395005152619,3.4424346881190275,2.8427763,3.6940985713876087
58,2018,11,3.5890591188317256,2.701652095626854,3.2222877,3.549771518135432
59,2017,11,1.1911408439456044,2.23053760525065,1.6558212,2.331235928128652
60,2019,11,2.2707923591292696,4.157494008445549,3.5020258,3.7923102885715254
61,2018,11,3.590439381300684,4.156001774758917,3.5123336,3.7275438587164875
62,2018,11,3.107720775502038,3.7327496653784116,3.4162207,3.629785885270753
63,2018,11,1.2267122912954254,1.9810180599096405,1.2288182,2.046308763976323
64,2015,11,5.9668131836668525,5.278618706214862,5.694069,5.314259636048394
65,2017,11,0.0,0.8847810239905701,1.1212473,1.743128854819608
66,2015,11,3.8381611568296905,5.484563798952996,1.4556262,0.6516790910752724
67,2018,11,0.0,0.0,-0.28559014,1.8155797509104927
68,2019,11,1.57096977209085,3.6533797493509983,3.407582,3.9008094258398187
69,2017,11,0.0,0.24185368663476425,0.67575175,1.743128854819608
70,2018,11,5.141780508727809,3.9419030520199563,4.0638795,3.757327988798892
71,2017,11,0.0,0.540255466699437,-0.9176747,1.7949124577422304
72,2018,11,5.709101636133801,4.673673047567274,4.7022,4.125438669145884
