,Year,Month,Q,RF,XGBoost,GBDT
98,2017,11,0.213431683,7.0296633164200015,8.503309,31.810729793082533
99,2017,11,0.0,0.3335263302500001,2.9599845,2.4201257327588332
100,2017,11,0.426863365,3.0805746270299954,-0.19886969,13.731666409122631
101,2017,11,0.0,0.43067221259000005,2.1245363,1.7440366008955626
102,2017,11,5.754247517,8.193144290929993,7.678823,23.038188867033554
103,2017,11,2.781726264,7.838131965700001,9.260177,30.321627492472796
104,2017,11,2.931128442,8.531080077190003,7.8990946,23.689536468210576
105,2017,11,4.094805405,10.373117794919997,9.204003,30.398786665503337
106,2017,11,0.0,48.24566564085,16.225328,39.72867413468963
107,2017,11,13.7214588,30.06300443210007,16.875435,40.22383274518821
108,2017,11,0.522907622,4.4207318018599935,2.1630845,3.8214130100905983
109,2017,11,16.34,10.818536514400005,5.437304,3.145323878227332
110,2017,11,2.290833394,3.773641629120002,6.483331,6.055473911838142
111,2017,11,7.848845506,13.242780254499994,11.380852,24.19864934298163
112,2017,11,0.0,18.38089564744,13.638127,40.22383274518821
113,2017,11,0.0,6.9345045463599995,7.994124,8.928449073515
114,2017,11,3.514508374,13.974604591189967,9.587962,26.383125099412492
115,2017,11,8.46094931,43.39937010625001,13.534382,45.61686734968436
116,2017,11,33.77352912,61.91263394128999,33.15724,46.27726682946905
117,2017,11,10.02795421,26.356800789220006,19.443928,49.2729202612656
118,2017,11,2.945357221,35.22187862013002,24.8205,43.79422783947715
119,2017,11,0.0,0.0166494663,1.3559248,4.845561000371154
120,2017,11,0.0,0.40132712058000003,3.187734,4.845561000371154
121,2017,11,16.81339467,15.412101139039986,20.485704,28.8702188907839
122,2017,11,0.0,10.512144270250001,15.170412,45.97870359590802
123,2017,11,0.0,0.40132712058000003,3.187734,4.845561000371154
124,2017,11,0.0,0.09841114151,1.3559248,4.845561000371154
125,2017,11,9.146175342,10.013351727869997,5.2090154,8.37248949414185
126,2017,11,22.74565157,26.07686834991,18.755175,28.083362221556314
127,2017,11,4.087453869,19.711802795660002,12.434456,44.15246974654408
128,2017,11,0.0,2.8946765616499994,1.4109421,4.845561000371154
129,2017,11,0.0,14.367535205580003,8.879898,21.878674119527258
130,2017,11,0.0,0.64582758047,1.6745331,4.845561000371154
131,2017,11,0.0,1.68375692956,1.4406228,4.845561000371154
132,2017,11,3.163457721,2.7499759636099954,2.2812388,4.845561000371154
133,2017,11,8.642649199,26.52430434093002,14.5969515,21.878674119527258
134,2017,11,8.360701096,29.211789178050008,23.307192,29.162112744966514
135,2017,11,79.49619168,69.30462249522006,67.40544,45.51930947201048
136,2017,11,28.50024402,58.33921234827997,40.46034,45.51930947201048
137,2017,11,9.497709878,24.743132024830015,11.477835,25.49114239185673
138,2018,11,0.0,0.16905815244000003,0.69236684,7.09551476953382
139,2018,11,0.0,0.88836858602,0.60469425,7.09551476953382
140,2018,11,0.0,1.3318994316,5.515718,25.200658451068783
141,2018,11,0.0,0.0292,0.6359736,6.9832906190765325
142,2018,11,0.0,1.1847581524400004,1.0154908,6.9832906190765325
143,2018,11,0.0,0.0,0.6359736,6.9832906190765325
144,2018,11,0.0,0.3915530417,5.6004157,25.200658451068783
145,2018,11,45.29,44.78864410200998,26.948053,36.193933911565246
146,2018,11,131.58,107.51933732297995,99.92424,55.08790854428534
147,2018,11,0.0,0.2336,0.6359736,7.09551476953382
148,2018,11,0.0,0.0876,0.6359736,6.9832906190765325
149,2018,11,0.0,0.0292,0.6359736,6.9832906190765325
150,2018,11,0.0,0.0,0.6359736,6.9832906190765325
151,2018,11,0.0,0.00895157587,0.6359736,6.9832906190765325
152,2018,11,44.55,72.0701215700001,45.20395,77.4192682225547
153,2018,11,41.06,193.50490263769996,36.46991,45.725618509500094
154,2018,11,0.0,0.0292,0.6359736,6.3626846725229225
155,2018,11,0.0,0.0584,0.6359736,6.3626846725229225
156,2018,11,0.0,0.0584,0.6359736,6.3626846725229225
157,2018,11,0.0,0.00895157587,0.6359736,6.3626846725229225
158,2018,11,15.96,24.684653172750014,16.510597,35.10813921302176
159,2018,11,48.24,35.20221476564336,40.915974,49.57185661904751
160,2018,11,0.0,0.0,0.6359736,6.3626846725229225
161,2018,11,35.2,17.108600672159984,18.489717,34.89723883314837
162,2018,11,18.34,35.418533836700036,21.228798,62.90315372317832
163,2018,11,16.9,30.628595465720046,26.459578,50.03704537103739
164,2018,11,17.61,81.13779037773001,83.949524,59.549162995138744
165,2018,11,4.82,17.108600672159984,18.489717,34.89723883314837
166,2018,11,0.0,2.5085694031399997,-0.67330205,9.800869791699498
167,2018,11,5.41,12.195848744790013,8.514023,30.35305633910899
168,2018,11,37.15,34.879100966220044,25.23818,35.573327965011636
169,2018,11,21.37,31.62835505467996,24.499325,35.573327965011636
170,2018,11,0.0,0.1448,0.85401917,7.038773804386192
171,2018,11,0.0,12.523515693270001,4.62358,27.088757717533525
172,2018,11,0.0,10.432676798500001,13.533834,25.98133978184694
173,2018,11,0.0,0.0,0.6359736,7.038773804386192
174,2018,11,0.0,0.68783306709,1.9050751,6.685809202853594
175,2018,11,23.07,35.84137452898003,37.222637,36.576879642204936
176,2018,11,6.42,22.690633161900024,21.222023,42.06953861048422
177,2018,11,0.0,0.0,0.6359736,7.038773804386192
178,2018,11,0.0,0.68783306709,1.9050751,6.685809202853594
179,2018,11,0.0,0.0,0.778001,7.876196100311978
180,2018,11,0.0,2.74129608069,3.7227564,8.08709648018536
181,2018,11,35.77,43.344124388490016,27.583755,36.224675566188665
182,2018,11,76.46,84.91613494419997,63.041134,56.55295632899629
183,2018,11,64.98,65.83234219857991,48.29409,55.76572834902962
184,2018,11,0.0,0.0,0.7377503,7.876196100311978
185,2018,11,0.0,0.0,1.4543895,7.876196100311978
186,2018,11,0.0,0.42029081079999997,2.3213665,7.876196100311978
187,2018,11,139.78,66.33945201841999,19.913511,35.52712558642788
188,2018,11,54.95,62.883855054269944,52.299755,57.689094028073434
189,2018,11,0.0,0.3343746774600001,1.6505555,8.55228523217525
190,2018,11,0.0,0.42029081079999997,2.3213665,7.876196100311978
191,2018,11,0.0,0.0,1.4543895,7.876196100311978
192,2018,11,0.0,0.0,1.4543895,7.876196100311978
193,2018,11,10.75,8.10728818902,6.513616,8.55228523217525
194,2018,11,0.0,64.10296657404331,18.808577,36.268599688969836
195,2018,11,5.35,60.032899349129984,49.23659,56.08776757700641
196,2018,11,0.0,0.0,1.4543895,7.876196100311978
197,2018,11,0.0,0.5792,1.4543895,7.876196100311978
198,2018,11,14.48,8.108800000000006,3.3823168,7.876196100311978
199,2018,11,35.25,42.779795532840005,32.122334,44.344689611729
200,2018,11,46.55,60.86828794951006,52.75187,56.32059510122538
201,2018,11,0.0,0.2896,1.9884908,10.363289891683383
202,2018,11,0.0,3.264836117640001,8.515919,10.363289891683383
203,2018,11,734.12,24.94471078516,13.592621,21.16947924541013
204,2018,11,155.5,149.31850315718998,162.3648,100.00561791339464
205,2018,11,0.0,0.0,1.3979961,9.576433222455798
206,2018,11,0.0,0.44272473315,1.4530133,10.363289891683383
207,2018,11,47.61,18.980519999999995,11.315398,10.363289891683383
208,2018,11,9.01,22.62262027463001,14.964476,21.16947924541013
209,2018,11,68.46,76.19405760327001,69.27101,59.87662554046878
210,2018,11,0.0,0.44272473315,1.4530133,10.363289891683383
211,2018,11,0.0,18.980519999999995,11.315398,10.363289891683383
212,2018,11,0.0,0.0241,1.3979961,9.576433222455798
213,2018,11,0.0,0.1448,1.482694,9.576433222455798
214,2018,11,0.0,2.0325393931199995,2.7728724,9.576433222455798
215,2018,11,32.6,36.362839075149985,39.32331,38.761488108433575
216,2018,11,300.6,215.70705071438988,220.06679,115.95023333637623
217,2018,11,0.0,0.1448,1.482694,9.576433222455798
218,2018,11,0.0,0.10519823064,1.482694,9.576433222455798
219,2018,11,0.0,0.33195564099,1.4530133,9.576433222455798
220,2018,11,0.0,2.08067683721,2.5785024,9.576433222455798
221,2018,11,12.73,31.52588878908001,36.76986,38.761488108433575
222,2018,11,3.355,6.451095522689997,0.3339575,15.94431777158829
223,2018,11,2.41,3.0966396599700023,4.188007,9.576433222455798
224,2018,11,2.07,26.50260715563,3.5534165,14.599497380894892
225,2018,11,2.93,4.147881262690003,4.3362613,9.576433222455798
226,2018,11,13.31,25.063243392379974,16.918325,23.820807695359115
227,2018,11,170.02,129.55872720399023,103.48568,59.0897688712412
228,2018,11,171.39,159.76848921612998,170.62393,100.00561791339464
229,2018,11,19.37,35.31801619978996,40.745663,40.71090333899014
230,2018,11,49.86,74.54373251884991,64.73938,85.38029867680741
231,2019,11,19.75664772,12.412919726190012,8.3587475,7.754131756660914
232,2019,11,0.0,13.31839028347001,15.213749,34.66807514226147
233,2019,11,0.0,6.195987509329999,4.9332595,7.754131756660914
234,2019,11,5.640632874,285.35640202745,198.09677,301.9458897891314
235,2019,11,3.811311808,19.045873146333353,18.42723,41.951513767700725
236,2019,11,4.766945815,24.47621535291,20.812817,56.415231173726475
237,2019,11,0.0,38.045106657035014,20.083014,32.88181372160037
238,2019,11,8.89535824,15.60451734421665,23.767761,37.06778929356509
239,2019,11,140.3943962,60.205320142246,75.73456,44.135989524131595
240,2019,11,178.7069408,134.66587771502017,134.84608,90.36377716904138
241,2019,11,363.8156462,359.2981072626801,326.66696,285.52979248954716
242,2019,11,0.0,0.06140734565,1.2264683,7.133525810107304
243,2019,11,1.538432816,5.508453424380001,5.0048003,7.133525810107304
244,2019,11,11.9735174,16.71089598529666,13.44454,18.068317814760455
245,2019,11,23.15733757,47.893332027199996,45.49648,70.37445771305137
246,2019,11,0.895157587,1.5308542678900003,3.595475,7.133525810107304
247,2019,11,106.343306,48.56805411260269,28.971022,37.23549662933203
248,2019,11,111.4386808,99.51890862409,88.91786,74.12862580788241
249,2019,11,5.277895656,48.56805411260269,28.971022,37.23549662933203
250,2019,11,0.920090736,14.33148364281,10.197852,7.133525810107304
251,2019,11,0.0,8.105932640126664,12.849613,18.180541965217742
252,2019,11,55.80216616,49.777713085333325,36.314053,43.515383577577985
253,2019,11,39.43110666,53.76298421836,49.827793,56.560225714946355
254,2019,11,0.0,18.1957024369,11.545167,25.238669491642263
255,2019,11,2.691793085,7.882457332809986,20.48135,35.55585582027547
256,2019,11,22.35196415,26.00609257285602,30.796179,42.83929444571472
257,2019,11,25.06506109,63.62556092531005,38.25906,72.54763105119294
258,2019,11,0.0,2.9172430526,1.5892006,8.53481308743907
259,2019,11,40.8640365,31.780451912136687,22.960468,36.2072034214525
260,2019,11,106.9152162,93.54332005730996,88.71514,80.46785123096349
261,2019,11,21.80255455,41.25801514034999,39.3946,72.54763105119294
262,2019,11,34.87669389,33.90107965316999,24.58996,36.716316296223546
263,2019,11,95.51167495,82.71303127742007,78.74165,56.53548418426012
264,2019,11,13.77201467,13.177933516300005,9.714699,8.53481308743907
265,2019,11,0.0,1.9192100667600003,1.9884908,8.53481308743907
266,2019,11,8.687073415,31.166442759782036,23.086758,36.716316296223546
267,2019,11,7.814183299,28.21021624571999,39.884605,57.211573316123385
268,2019,11,0.0,0.47941077048,1.4543895,8.53481308743907
269,2019,11,13.77454054,10.37188615870999,8.329255,8.53481308743907
270,2019,11,123.8702663,61.613253327152016,62.440357,56.53976211165686
271,2019,11,111.8235418,96.05193914264014,102.59984,83.25149039547763
272,2019,11,376.4923183,257.67026682612965,279.7656,63.47022802356408
273,2019,11,206.0578668,154.86384190808982,129.17516,61.21133165945914
274,2019,11,65.80357028,65.92624570353,78.41217,58.443967031070905
275,2019,11,4.643075202,0.47462465746000015,1.9884908,11.021906878810476
276,2019,11,8.413972742,10.177017401186003,10.581437,16.721060169112842
277,2019,11,74.17765787,75.65119894982004,69.525665,46.69774909290759
278,2019,11,0.0,78.83595236603,83.29246,59.95928623824168
279,2019,11,12.19978538,10.177017401186003,10.581437,16.721060169112842
280,2019,11,86.29528326,83.2353065398601,62.5102,62.6833713543365
281,2019,11,0.832473315,0.8007239768700005,2.9628818,11.021906878810476
282,2019,11,12.73458136,27.670165605750004,27.45092,40.096194227423936
283,2019,11,0.0,6.092976531539997,3.48269,11.709854321754706
284,2019,11,0.0,1.2840790264400002,5.915245,15.258114368021982
285,2019,11,0.0,1.2840790264400002,5.915245,15.258114368021982
286,2019,11,13.96350256,28.35501116586002,19.903728,47.85345847862636
287,2019,11,57.7210423,83.67866933037993,66.332085,58.23999923380069
288,2019,11,28.15780682,74.59419300211,89.88951,60.42447499023156
289,2019,11,95.87627855,187.77454530266016,87.98308,80.66318909472209
290,2019,11,33.78627636,40.48042783885004,38.271477,41.36952032611724
