,Year,Month,Nominal CPUE,RF,XGBoost,GBDT
0,2019,4,0.0,2.0099803369663283,2.2938025,2.1002978914166257
1,2017,4,0.9593502213346021,1.2310181485838856,1.0235736,1.4327126347575614
2,2019,4,0.0,2.7203073898777705,2.526317,1.9159049488430895
3,2016,4,0.0,0.763032044649405,0.6924696,0.975790909428339
4,2014,4,2.3071039552393775,3.1627639316522096,2.5943596,2.6291883216091847
5,2018,4,2.143136118124371,3.2114987170844995,2.5903153,3.3865013587851154
6,2019,4,0.0,3.304993897781359,3.6682935,3.191764170757728
7,2016,4,2.7501513771208455,1.3215336869326024,1.3567168,1.5118154364944714
8,2016,4,0.0,0.3839315882475652,-0.086640656,1.2775900801269624
9,2014,4,0.0,2.1432779470592958,1.6008494,1.9324533702794373
10,2016,4,0.6981347220709843,2.389762721192428,2.3421128,2.5199750381885275
11,2015,4,1.2119409739751128,1.7689048760786987,2.0411553,1.9446979293860958
12,2017,4,0.0,1.832246392904345,1.3913847,1.8200606165671542
13,2014,4,2.5522515831705306,1.8386624174245454,1.7794173,1.749858594879453
14,2015,4,1.860974538249528,1.6561697456053481,1.4895716,1.6751332037383597
15,2015,4,0.0,0.6490143138937933,0.73754317,0.9037589868534275
16,2019,4,0.0,2.0761242914495845,1.5004857,1.6886183224313653
17,2016,4,0.6678293725756554,1.0431508319187461,1.1093524,1.46094768300257
18,2019,4,0.0,0.6543446374480836,0.37656152,0.8860156850591204
19,2019,4,0.0,1.2171043940573434,0.64143515,1.1867196509187257
20,2017,4,4.311470041210748,3.971781647677853,3.5938826,3.632330875912
21,2019,4,0.0,2.6505320625632063,-1.3606645,1.8886093002367355
22,2016,4,3.1328821117012247,2.937549181144605,3.1153376,2.7563326987906813
23,2017,4,1.3887912413184778,1.6065895919078206,1.2737836,1.560271303074466
24,2017,4,0.712949807856125,1.7241772168128342,0.9379049,1.2405065257209376
25,2018,4,0.6707480046070926,1.5069873014374255,0.26336235,1.0896255661032188
26,2015,4,2.3456445824544927,2.3184900476370984,2.4095275,2.047354732133746
27,2019,4,0.0,1.1425050623211364,0.34361446,0.8393394078525994
28,2018,4,0.0,2.1064499603439755,2.431603,2.6851612731889087
29,2018,4,2.6129647453788705,2.167898751099735,1.4917139,1.7060660984761462
30,2019,4,0.0,0.2426105940493654,0.19484456,0.8930647924621052
31,2018,4,2.0831845279586703,1.7779475629052683,1.5616868,1.6096700456121935
32,2019,4,5.078019761683746,2.434474363112725,1.9525168,2.0563720867648576
33,2018,4,0.3209650754156447,1.7713976859172094,1.27402,1.8751385645488818
34,2016,4,0.0,0.7247064107053939,0.20828825,0.8046375895328385
35,2017,4,0.7514160886839212,0.2795823298514429,0.23657066,0.8860156850591204
36,2017,4,0.4054651081081644,1.0442143157247579,1.1362073,1.6046693925134938
37,2018,4,0.7754877114452514,1.9897333583343895,2.0943983,1.8114715394966638
38,2015,4,0.41871033485818504,1.212606745444813,1.0348823,0.8300368993645587
39,2014,4,2.6658240990619775,2.667280590119174,2.4791317,2.982078456319067
40,2017,4,0.0,1.1222171251762472,1.261564,1.6925734163737993
41,2018,4,1.360080018034749,3.1814020640119653,2.9075584,3.109379257481872
42,2018,4,0.0,1.1936576146714601,0.8096209,0.9352370673883859
43,2015,4,0.0,0.8146719318636655,1.097392,1.3245759087597044
44,2019,4,0.4062921480163582,1.328392311263116,1.2729956,1.2159019419939674
45,2014,4,0.0,3.1430033619844013,2.9393656,2.799749796996469
46,2018,4,0.9745596399981308,1.7305529459754132,0.86660516,1.034524670882106
47,2017,4,1.3837912309017721,1.2609194614237362,1.3867658,1.5865145716061486
48,2018,4,1.0212631290237362,1.7713976859172094,1.27402,1.8751385645488818
49,2018,4,0.5893724269166684,1.572177414666302,0.9633175,1.3473556143857226
50,2014,4,0.8364100999656321,2.038875085810943,1.7176946,1.4933742803590644
51,2016,4,0.7323678937132266,2.4535543822707275,2.5660198,2.7336383504854935
52,2014,4,1.6756002633212286,2.4886297036477614,3.0554223,1.8326072198133931
53,2015,4,0.0,1.5732252660964037,1.1252513,1.6386122902645195
54,2018,4,0.5740643019110744,1.8268580697352352,0.9631846,1.6140106015849138
55,2016,4,0.6729444732424258,2.259054269469549,2.428291,2.205887048854189
56,2014,4,1.2394099414665347,2.98765519133588,3.704289,2.9189986297021253
57,2016,4,1.7351891177396608,1.356729622501801,1.3992299,1.5769137100441348
58,2018,4,0.0,1.9709597542856834,1.8692229,1.9452442642998475
59,2019,4,4.014130196038307,2.730131469807035,2.4494703,2.8107432802344166
60,2017,4,0.0,0.15943111519550096,0.2260856,0.8860156850591204
61,2018,4,0.0,0.9802150099030472,0.40983245,0.8930647924621052
62,2017,4,0.887891257352457,1.3902961572221322,1.2191331,1.345352944937861
63,2014,4,0.1934524471131471,2.245148514579625,1.7715806,1.736378435296181
64,2015,4,0.02955880224154443,0.7629930966255564,0.23287916,0.8860156850591204
65,2016,4,1.6563214983329508,1.195912323551059,1.9623129,1.915139150126173
66,2014,4,0.5595338674371731,3.551784648895358,2.9350407,2.285011801635259
67,2015,4,2.6333266549062735,1.4569286567182422,1.3167322,0.9171515082276618
68,2014,4,0.5117056142607553,1.2653654772866225,0.90910196,1.0434733437635346
69,2019,4,0.8926034277418582,0.7689129859594869,0.6023966,0.9253830780800611
70,2015,4,1.2119409739751128,1.3004071943522588,1.166666,1.7398320958100555
71,2019,4,0.0564166654793046,1.6913142925708538,1.7005081,1.7394592330337975
72,2016,4,0.0,0.49023886733656113,0.18208851,0.6012879756417205
73,2015,4,3.4196919642983197,2.834232660801246,2.8769279,2.465055892084106
74,2016,4,0.6931471805599453,2.755718684053837,1.5692968,1.9788455617697038
75,2018,4,0.23111172096338664,0.9532856573584628,1.2264806,1.345352944937861
76,2017,4,0.0,1.832246392904345,1.3913847,1.8200606165671542
77,2017,4,0.0,0.12325205343370281,0.30552426,0.8930647924621052
78,2019,4,2.7707182239480805,4.201440070669913,4.1528144,3.9353254727988918
79,2015,4,0.03922071315328133,1.559074945068397,1.1051257,0.8758122804056263
80,2016,4,1.0681530811834012,2.035215056828125,2.0983708,2.011699074129045
81,2014,4,0.0,2.153284303028573,1.7308302,1.6796784233117796
82,2016,4,0.0,0.631368117588794,0.313256,0.8860156850591204
83,2014,4,0.0,0.5964362517551465,0.64603174,0.6806294276900701
84,2016,4,1.4906543764441333,2.4347429689178486,2.1799352,2.339683397622444
85,2015,4,0.6981347220709843,1.2929164554798447,1.4355043,1.238447385271603
86,2017,4,0.6312717768418578,1.7113308332471366,1.5515306,1.6096700456121935
87,2019,4,4.972891035567223,4.2942482778344795,4.326312,4.058646117279525
88,2019,4,0.0,1.3884467100417248,1.7560087,2.0680137227099893
89,2017,4,0.0,1.3778370874885395,1.1270825,1.310480625920487
90,2018,4,0.0,1.450463383075265,1.2019311,1.7359950383092475
91,2016,4,0.0,0.8842397560434907,0.72114515,1.2470717127501512
92,2015,4,1.2237754316221157,1.283805541539372,0.8485603,1.3156777501561436
93,2015,4,1.0543120297715298,0.5681855216157562,1.0831183,1.5860759390136745
94,2017,4,0.0,0.986810637023779,-0.058315746,0.7720433521211781
95,2014,4,2.3970528330456284,2.680934461590153,2.1408582,2.526524708986149
96,2014,4,0.040520242437674464,0.4524823028894747,0.2958223,1.0376624275191246
97,2016,4,0.46373401623214006,1.356729622501801,1.3992299,1.5769137100441348
98,2017,4,1.184789984909162,0.5911935302791135,0.37006387,0.6012879756417205
99,2014,4,2.3581805748474145,2.011615116140658,2.0336525,1.8003678418016034
100,2015,4,0.0,1.6465635129764786,0.68889534,0.7712354082627465
101,2018,4,0.0,0.7121883945987261,0.12392297,1.095379819118451
102,2017,4,2.3702437414678603,3.4820259370964393,3.2003007,3.26421554417
103,2018,4,1.5851452198650557,1.42859335632901,1.4622453,1.6275465466766028
104,2018,4,2.6104037208053534,2.2089276130946196,1.8170898,2.0287291635002878
105,2017,4,0.0,1.6826075224244852,0.8744627,1.2992886982237153
106,2014,4,2.341330635771763,2.072212251837856,1.8828942,1.8641467377466774
